Date : 2023-01-17 17:05:12
Directory : /Users/xusun/Desktop/Flutter/offershow/lib
Total : 280 files,  36389 codes, 947 comments, 2166 blanks, all 39502 lines

Languages
+----------+------------+------------+------------+------------+------------+
| language | files      | code       | comment    | blank      | total      |
| outer/cached_network_image (Files)                                                                                      |          1 |        169 |        108 |         45 |        322 |
| outer/cached_network_image/image_provider                                                                               |          3 |        302 |         35 |         46 |        383 |
| outer/card_swiper                                                                                                       |         10 |      2,622 |        156 |        434 |      3,212 |
| outer/card_swiper (Files)                                                                                               |          6 |      1,667 |         71 |        257 |      1,995 |
| outer/card_swiper/flutter_page_indicator                                                                                |          1 |        274 |         17 |         58 |        349 |
| outer/card_swiper/transformer_page_view                                                                                 |          3 |        681 |         68 |        119 |        868 |
| outer/contained_tab_bar_view                                                                                            |          5 |        264 |         87 |         58 |        409 |
| outer/contained_tab_bar_view (Files)                                                                                    |          1 |          5 |          0 |          2 |          7 |
| outer/contained_tab_bar_view/src                                                                                        |          4 |        259 |         87 |         56 |        402 |
| outer/showActionSheet                                                                                                   |          6 |        470 |         39 |         50 |        559 |
| page                                                                                                                    |         89 |     25,633 |        286 |      1,094 |     27,013 |
| page (Files)                                                                                                            |          3 |        376 |          9 |         27 |        412 |
| page/PicSquare                                                                                                          |          1 |      1,519 |         22 |         56 |      1,597 |
| page/about                                                                                                              |          1 |        248 |          3 |          9 |        260 |
| page/account                                                                                                            |          1 |        336 |          2 |         13 |        351 |
| page/blacklist                                                                                                          |          1 |        304 |          1 |         15 |        320 |
| page/collection_detail                                                                                                  |          1 |        551 |         12 |         14 |        577 |
| page/collection_tab                                                                                                     |          1 |        370 |          2 |         15 |        387 |
| page/column                                                                                                             |          1 |        619 |          3 |         24 |        646 |
| page/crop                                                                                                               |          1 |        328 |          2 |         15 |        345 |
| page/essence                                                                                                            |          1 |        177 |          1 |         11 |        189 |
| page/explore                                                                                                            |          1 |        152 |          1 |         14 |        167 |
| page/home                                                                                                               |          2 |        640 |          3 |         44 |        687 |
| page/hot                                                                                                                |         12 |        270 |          3 |         29 |        302 |
| page/hot (Files)                                                                                                        |          2 |        229 |          3 |         19 |        251 |
| page/hot/img                                                                                                            |         10 |         41 |          0 |         10 |         51 |
| page/login                                                                                                              |          2 |        697 |          4 |         37 |        738 |
| page/me                                                                                                                 |          1 |        583 |          3 |         30 |        616 |
| page/me_func                                                                                                            |          1 |        484 |          6 |         23 |        513 |
| page/msg                                                                                                                |          1 |        383 |          1 |         15 |        399 |
| page/msg_detail                                                                                                         |          1 |      1,123 |          4 |         43 |      1,170 |
| page/msg_three                                                                                                          |          4 |        603 |          3 |         24 |        630 |
| page/new                                                                                                                |         10 |      1,805 |         25 |         72 |      1,902 |
| page/new_reply                                                                                                          |          1 |        174 |          2 |         11 |        187 |
| page/new_transaction                                                                                                    |          7 |      1,422 |          7 |         64 |      1,493 |
| page/person_detail                                                                                                      |          1 |        206 |          2 |         12 |        220 |
| page/personal                                                                                                           |          1 |      1,235 |          2 |         52 |      1,289 |
| page/photo_view                                                                                                         |          1 |        346 |          5 |         11 |        362 |
| page/question                                                                                                           |          2 |      1,124 |          7 |         21 |      1,152 |
| page/scan_qrcode                                                                                                        |          1 |        156 |         13 |         14 |        183 |
| page/search                                                                                                             |          1 |      1,003 |         11 |         38 |      1,052 |
| page/setting                                                                                                            |          1 |        322 |          1 |         10 |        333 |
| page/square                                                                                                             |          2 |        525 |          2 |         35 |        562 |
| page/start                                                                                                              |          1 |        107 |          2 |         13 |        122 |
| page/test                                                                                                               |          1 |         47 |          0 |          7 |         54 |
| page/topic                                                                                                              |         17 |      5,761 |         95 |        208 |      6,064 |
| page/user_list                                                                                                          |          1 |        248 |          1 |         12 |        261 |
| page/waterTask                                                                                                          |          3 |      1,232 |         24 |         48 |      1,304 |
| page/water_total                                                                                                        |          1 |        157 |          2 |          8 |        167 |
| router                                                                                                                  |          1 |         86 |          0 |          2 |         88 |
| util                                                                                                                    |          5 |        784 |         44 |         75 |        903 |
+-------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+-------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
| filename                                                                                                                | language | code       | comment    | blank      | total      |
+-------------------------------------------------------------------------------------------------------------------------+----------+------------+------------+------------+------------+
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/autoQuestion.dart                                                      | Dart     |         90 |         15 |          7 |        112 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/bigScreen.dart                                                         | Dart     |         11 |          0 |          4 |         15 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/black.dart                                                             | Dart     |         23 |          2 |          4 |         29 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/color.dart                                                             | Dart     |         58 |          4 |          7 |         69 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/cookie.dart                                                            | Dart     |         23 |          1 |          3 |         27 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/data.dart                                                              | Dart     |        125 |          2 |          6 |        133 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/genarate_token.dart                                                    | Dart     |         12 |          1 |          3 |         16 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/home_desktop_mode.dart                                                 | Dart     |         36 |          2 |          6 |         44 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/logo.dart                                                              | Dart     |         20 |          0 |          3 |         23 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/modal.dart                                                             | Dart     |        365 |          2 |         10 |        377 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/mouse_speed.dart                                                       | Dart     |         22 |          1 |          3 |         26 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/myinfo.dart                                                            | Dart     |          7 |          0 |          3 |         10 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/nowMode.dart                                                           | Dart     |         18 |          1 |          3 |         22 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/processUrl.dart                                                        | Dart     |         24 |          2 |          3 |         29 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/recognization.dart                                                     | Dart     |          4 |          5 |          2 |         11 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/saveImg.dart                                                           | Dart     |         70 |          0 |          3 |         73 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/showActionSheet.dart                                                   | Dart     |        113 |          1 |          4 |        118 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/showPop.dart                                                           | Dart     |        127 |          0 |          5 |        132 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/size.dart                                                              | Dart     |          6 |          0 |          2 |          8 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/svg.dart                                                               | Dart     |         35 |          0 |          3 |         38 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/time.dart                                                              | Dart     |         65 |          0 |          9 |         74 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/toWebUrl.dart                                                          | Dart     |         12 |          1 |          3 |         16 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/to_user.dart                                                           | Dart     |          9 |          0 |          2 |         11 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/topic_formhash.dart                                                    | Dart     |         13 |          0 |          2 |         15 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/uploadAttachment.dart                                                  | Dart     |        190 |          7 |          9 |        206 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/vibrate.dart                                                           | Dart     |          4 |          0 |          2 |          6 |
| /Users/xusun/Desktop/Flutter/offershow/lib/collect_btn/0-all.svg                                                        | XML      |          5 |          0 |          1 |          6 |
| /Users/xusun/Desktop/Flutter/offershow/lib/collect_btn/1-loss.svg                                                       | XML      |         13 |          0 |          1 |         14 |
| /Users/xusun/Desktop/Flutter/offershow/lib/collect_btn/2-second.svg                                                     | XML      |          6 |          0 |          1 |          7 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/BottomTip.dart                                                    | Dart     |         33 |          0 |          4 |         37 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/banner.dart                                                       | Dart     |         40 |          1 |          4 |         45 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/bilibili_player.dart                                              | Dart     |         62 |          1 |          7 |         70 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/collection.dart                                                   | Dart     |        269 |         11 |          5 |        285 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/empty.dart                                                        | Dart     |         43 |          0 |          4 |         47 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/full_screen_player.dart                                           | Dart     |         54 |          0 |          4 |         58 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/home_btn.dart                                                     | Dart     |        118 |          1 |         10 |        129 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/hot_btn.dart                                                      | Dart     |        171 |          0 |          7 |        178 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/leftNavi.dart                                                     | Dart     |        332 |          2 |         16 |        350 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/loading.dart                                                      | Dart     |        158 |          7 |          4 |        169 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/maxwidth.dart                                                     | Dart     |         27 |          0 |          4 |         31 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/newNaviBar.dart                                                   | Dart     |        131 |          0 |          5 |        136 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/niw.dart                                                          | Dart     |         72 |          0 |          4 |         76 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/nomore.dart                                                       | Dart     |         15 |          0 |          4 |         19 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/occu_loading.dart                                                 | Dart     |         50 |          0 |          4 |         54 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/tabbar.dart                                                       | Dart     |         12 |          0 |          4 |         16 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/titleBar.dart                                                     | Dart     |         11 |          0 |          3 |         14 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/topic.dart                                                        | Dart     |        731 |         11 |         21 |        763 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/topic_reply.dart                                                  | Dart     |        477 |        100 |         16 |        593 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/totop.dart                                                        | Dart     |        189 |          1 |          6 |        196 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/video_player.dart                                                 | Dart     |        307 |          2 |         15 |        324 |
| /Users/xusun/Desktop/Flutter/offershow/lib/config/config.dart                                                           | Dart     |         10 |          0 |          1 |         11 |
| /Users/xusun/Desktop/Flutter/offershow/lib/database/collect_salary.dart                                                 | Dart     |         46 |          7 |          7 |         60 |
| /Users/xusun/Desktop/Flutter/offershow/lib/define_btn/json.json                                                         | JSON     |         10 |          0 |          1 |         11 |
| /Users/xusun/Desktop/Flutter/offershow/lib/emoji/emoji.dart                                                             | Dart     |          2 |          0 |          1 |          3 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/anoy.svg                                                                 | XML      |         10 |          0 |          1 |         11 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/banner.svg                                                               | XML      |         61 |          0 |          1 |         62 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/banner/banner1.svg                                                       | XML      |         61 |          0 |          1 |         62 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/banner/banner2.svg                                                       | XML      |         90 |          0 |          1 |         91 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/comment.svg                                                              | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/detail_comment_more.svg                                                  | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/detail_like.svg                                                          | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/detail_like_blue.svg                                                     | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/detail_sort.svg                                                          | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/essence.svg                                                              | XML      |          7 |          0 |          1 |          8 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/explore/bottom1.svg                                                      | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/explore/bottom2.svg                                                      | XML      |          6 |          0 |          1 |          7 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/explore/bottom3.svg                                                      | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/explore/bottom4.svg                                                      | XML      |          6 |          0 |          1 |          7 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/explore/bottom5.svg                                                      | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/explore/explore.dart                                                     | Dart     |          0 |          0 |          2 |          2 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/explore/explore.svg                                                      | XML      |         12 |          0 |          1 |         13 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/home.svg                                                                 | XML      |         61 |          0 |          1 |         62 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/home/1.svg                                                               | XML      |         10 |          0 |          1 |         11 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/home/10.svg                                                              | XML      |          6 |          0 |          1 |          7 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/home/2.svg                                                               | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/home/3.svg                                                               | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/home/4.svg                                                               | XML      |         10 |          0 |          1 |         11 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/home/5.svg                                                               | XML      |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/home/6.svg                                                               | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/home/7.svg                                                               | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/home/8.svg                                                               | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/home/9.svg                                                               | XML      |         11 |          0 |          1 |         12 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/like_blue.svg                                                            | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/like_grey.svg                                                            | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/loading.svg                                                              | XML      |          5 |          0 |          0 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/login.svg                                                                | XML      |        120 |          0 |          1 |        121 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/logo.svg                                                                 | XML      |         24 |          0 |          0 |         24 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/me/btn1.svg                                                              | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/me/btn2.svg                                                              | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/me/btn3.svg                                                              | XML      |          5 |          0 |          1 |          6 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/me/btn4.svg                                                              | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/me/btn5.svg                                                              | XML      |          5 |          0 |          1 |          6 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/me_arrow_right.svg                                                       | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/me_dark/btn1.svg                                                         | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/me_dark/btn2.svg                                                         | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/me_dark/btn3.svg                                                         | XML      |          5 |          0 |          1 |          6 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/me_dark/btn4.svg                                                         | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/me_dark/btn5.svg                                                         | XML      |          5 |          0 |          1 |          6 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/more.svg                                                                 | XML      |          6 |          0 |          1 |          7 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/msg/@.svg                                                                | XML      |         24 |          0 |          1 |         25 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/msg/noti.svg                                                             | XML      |         13 |          0 |          1 |         14 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/msg/reply.svg                                                            | XML      |         22 |          0 |          1 |         23 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/msg_card_right.svg                                                       | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/msg_send.svg                                                             | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/person/1.svg                                                             | XML      |         83 |          0 |          0 |         83 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/person/2.svg                                                             | XML      |        165 |          0 |          0 |        165 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/qrcode_dark.svg                                                          | XML      |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/qrcode_light.svg                                                         | XML      |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/quote.svg                                                                | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/quote_dark.svg                                                           | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/right_arrow.svg                                                          | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/right_arrow_grey.svg                                                     | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/search.svg                                                               | XML      |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/search_blue.svg                                                          | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/search_filter.svg                                                        | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/search_grey.svg                                                          | XML      |          6 |          0 |          0 |          6 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/search_white.svg                                                         | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/setting/1-se.svg                                                         | XML      |         14 |          0 |          1 |         15 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/setting/1.svg                                                            | XML      |         14 |          0 |          1 |         15 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/setting/2-se.svg                                                         | XML      |         10 |          0 |          1 |         11 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/setting/2.svg                                                            | XML      |         10 |          0 |          1 |         11 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/square/1.svg                                                             | XML      |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/square/2.svg                                                             | XML      |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/square/3.svg                                                             | XML      |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/square/4.svg                                                             | XML      |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/square/5.svg                                                             | XML      |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/square/6.svg                                                             | XML      |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/square/column/1.svg                                                      | XML      |          8 |          0 |          1 |          9 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/square/column/2.svg                                                      | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/start.svg                                                                | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/start_pic.svg                                                            | XML      |         70 |          0 |          1 |         71 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/to_top.svg                                                               | XML      |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_@.svg                                                              | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_@_black.svg                                                        | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_attach.svg                                                         | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_attach_black.svg                                                   | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_attach_light.svg                                                   | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_capture.svg                                                        | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_collect.svg                                                        | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_collect_blue.svg                                                   | XML      |         10 |          0 |          1 |         11 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_component_comment.svg                                              | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_component_like.svg                                                 | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_component_view.svg                                                 | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_dark_func/topic_@.svg                                              | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_dark_func/topic_emoji.svg                                          | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_dark_func/topic_picture.svg                                        | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_detail_more.svg                                                    | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_emoji.svg                                                          | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_emoji_black.svg                                                    | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_line_image.svg                                                     | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_picture.svg                                                        | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/topic_water.svg                                                          | XML      |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/vote.svg                                                                 | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/water.svg                                                                | XML      |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/water_total/1.svg                                                        | XML      |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/water_total/2.svg                                                        | XML      |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/water_total/3.svg                                                        | XML      |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/lottie/book.json                                                             | JSON     |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/lottie/loading.json                                                          | JSON     |          1 |          0 |          0 |          1 |
| /Users/xusun/Desktop/Flutter/offershow/lib/main_desktop.dart                                                            | Dart     |          4 |          1 |          2 |          7 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/cached_network_image/cached_image_widget.dart                          | Dart     |        169 |        108 |         45 |        322 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/cached_network_image/image_provider/_image_loader.dart                 | Dart     |         67 |          4 |          7 |         78 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/cached_network_image/image_provider/cached_network_image_provider.dart | Dart     |         93 |         16 |         21 |        130 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/cached_network_image/image_provider/multi_image_stream_completer.dart  | Dart     |        142 |         15 |         18 |        175 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/card_swiper/custom_layout.dart                                         | Dart     |        387 |          1 |         61 |        449 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/card_swiper/flutter_page_indicator/flutter_page_indicator.dart         | Dart     |        274 |         17 |         58 |        349 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/card_swiper/swiper.dart                                                | Dart     |        846 |         42 |        116 |      1,004 |
| /Users/xusun/Desktop/Flutter/offershow/lib/outer/card_swiper/swiper_control.dart                                        | Dart     |        113 |          6 |         15 |        134 |
