Date : 2022-09-13 14:54:32
Directory : /Users/xusun/Desktop/Flutter/offershow
Total : 361 files,  37316 codes, 1313 comments, 2933 blanks, all 41562 lines

Languages
+--------------+------------+------------+------------+------------+------------+
| language     | files      | code       | comment    | blank      | total      |
| android/app/src/main/res/values-night                                                                                                                          |          1 |         11 |          9 |          0 |         20 |
| android/app/src/profile                                                                                                                                        |          1 |          8 |          4 |          1 |         13 |
| android/gradle                                                                                                                                                 |          1 |          5 |          1 |          1 |          7 |
| android/gradle/wrapper                                                                                                                                         |          1 |          5 |          1 |          1 |          7 |
| ios                                                                                                                                                            |          7 |        229 |          3 |          8 |        240 |
| ios/Runner                                                                                                                                                     |          7 |        229 |          3 |          8 |        240 |
| ios/Runner/Assets.xcassets                                                                                                                                     |          3 |        148 |          0 |          3 |        151 |
| ios/Runner/Assets.xcassets/AppIcon.appiconset                                                                                                                  |          1 |        122 |          0 |          0 |        122 |
| ios/Runner/Assets.xcassets/LaunchImage.imageset                                                                                                                |          2 |         26 |          0 |          3 |         29 |
| ios/Runner/Base.lproj                                                                                                                                          |          2 |         61 |          2 |          2 |         65 |
| lib                                                                                                                                                            |        255 |     33,080 |        854 |      2,013 |     35,947 |
| lib/asset                                                                                                                                                      |         22 |      1,142 |         24 |         92 |      1,258 |
| lib/collect_btn                                                                                                                                                |          3 |         24 |          0 |          3 |         27 |
| lib/components                                                                                                                                                 |         19 |      3,037 |        134 |        141 |      3,312 |
| lib/config                                                                                                                                                     |          1 |         10 |          0 |          1 |         11 |
| lib/database                                                                                                                                                   |          1 |         46 |          7 |          7 |         60 |
| lib/emoji                                                                                                                                                      |          1 |          2 |          0 |          1 |          3 |
| lib/img                                                                                                                                                        |        102 |      1,174 |          0 |         84 |      1,258 |
| lib/img/banner                                                                                                                                                 |          2 |        151 |          0 |          2 |        153 |
| lib/img/explore                                                                                                                                                |          7 |         36 |          0 |          8 |         44 |
| lib/img/home                                                                                                                                                   |         10 |         56 |          0 |          9 |         65 |
| lib/img/me                                                                                                                                                     |          5 |         22 |          0 |          5 |         27 |
| lib/img/me_dark                                                                                                                                                |          5 |         22 |          0 |          5 |         27 |
| lib/img/msg                                                                                                                                                    |          3 |         59 |          0 |          3 |         62 |
| lib/img/person                                                                                                                                                 |          2 |        248 |          0 |          0 |        248 |
| lib/img/setting                                                                                                                                                |          4 |         48 |          0 |          4 |         52 |
| lib/img/square                                                                                                                                                 |          8 |         17 |          0 |          2 |         19 |
| lib/img/square/column                                                                                                                                          |          2 |         11 |          0 |          2 |         13 |
| lib/img/topic_dark_func                                                                                                                                        |          3 |         10 |          0 |          3 |         13 |
| lib/img/water_total                                                                                                                                            |          3 |          3 |          0 |          0 |          3 |
| lib/lottie                                                                                                                                                     |          2 |          2 |          0 |          0 |          2 |
| lib/outer                                                                                                                                                      |         25 |      3,827 |        425 |        633 |      4,885 |
| lib/outer/cached_network_image                                                                                                                                 |          4 |        471 |        143 |         91 |        705 |
| lib/outer/cached_network_image/image_provider                                                                                                                  |          3 |        302 |         35 |         46 |        383 |
| lib/outer/card_swiper                                                                                                                                          |         10 |      2,622 |        156 |        434 |      3,212 |
| lib/outer/card_swiper/flutter_page_indicator                                                                                                                   |          1 |        274 |         17 |         58 |        349 |
| lib/outer/card_swiper/transformer_page_view                                                                                                                    |          3 |        681 |         68 |        119 |        868 |
| lib/outer/contained_tab_bar_view                                                                                                                               |          5 |        264 |         87 |         58 |        409 |
| lib/outer/contained_tab_bar_view/src                                                                                                                           |          4 |        259 |         87 |         56 |        402 |
| lib/outer/showActionSheet                                                                                                                                      |          6 |        470 |         39 |         50 |        559 |
| lib/page                                                                                                                                                       |         73 |     22,963 |        220 |        977 |     24,160 |
| lib/page/PicSquare                                                                                                                                             |          1 |      1,351 |         20 |         52 |      1,423 |
| lib/page/about                                                                                                                                                 |          1 |        227 |          0 |          8 |        235 |
| lib/page/account                                                                                                                                               |          1 |        328 |          1 |         13 |        342 |
| lib/page/blacklist                                                                                                                                             |          1 |        332 |          0 |         15 |        347 |
| lib/page/collection_detail                                                                                                                                     |          1 |        542 |         11 |         14 |        567 |
| lib/page/collection_tab                                                                                                                                        |          1 |        363 |          1 |         15 |        379 |
| lib/page/column                                                                                                                                                |          1 |        614 |          1 |         24 |        639 |
| lib/page/crop                                                                                                                                                  |          1 |        329 |          1 |         15 |        345 |
| lib/page/essence                                                                                                                                               |          1 |        172 |          0 |         11 |        183 |
| lib/page/explore                                                                                                                                               |          1 |        153 |          0 |         14 |        167 |
| lib/page/home                                                                                                                                                  |          2 |        495 |          2 |         40 |        537 |
| lib/page/hot                                                                                                                                                   |         12 |        261 |          1 |         29 |        291 |
| lib/page/hot/img                                                                                                                                               |         10 |         41 |          0 |         10 |         51 |
| lib/page/login                                                                                                                                                 |          2 |        674 |          1 |         37 |        712 |
| lib/page/me                                                                                                                                                    |          1 |        584 |          2 |         30 |        616 |
| lib/page/me_func                                                                                                                                               |          1 |        474 |          5 |         23 |        502 |
| lib/page/msg                                                                                                                                                   |          1 |        385 |          0 |         15 |        400 |
| lib/page/msg_detail                                                                                                                                            |          1 |      1,130 |         12 |         43 |      1,185 |
| lib/page/msg_three                                                                                                                                             |          4 |        597 |          2 |         24 |        623 |
| lib/page/new                                                                                                                                                   |          1 |      1,529 |          3 |         49 |      1,581 |
| lib/page/new_reply                                                                                                                                             |          1 |        170 |          1 |         11 |        182 |
| lib/page/person_detail                                                                                                                                         |          1 |        196 |          1 |         12 |        209 |
| lib/page/personal                                                                                                                                              |          1 |      1,233 |         39 |         51 |      1,323 |
| lib/page/photo_view                                                                                                                                            |          1 |        259 |          4 |          7 |        270 |
| lib/page/question                                                                                                                                              |          2 |      1,024 |          6 |         20 |      1,050 |
| lib/page/scan_qrcode                                                                                                                                           |          1 |        124 |          0 |         12 |        136 |
| lib/page/search                                                                                                                                                |          1 |        960 |          3 |         35 |        998 |
| lib/page/setting                                                                                                                                               |          1 |        290 |         18 |         10 |        318 |
| lib/page/square                                                                                                                                                |          2 |        510 |          0 |         35 |        545 |
| lib/page/start                                                                                                                                                 |          1 |         99 |          1 |         12 |        112 |
| lib/page/test                                                                                                                                                  |          1 |         47 |          0 |          7 |         54 |
| lib/page/topic                                                                                                                                                 |         17 |      5,599 |         55 |        205 |      5,859 |
| lib/page/user_list                                                                                                                                             |          1 |        235 |          0 |         12 |        247 |
| lib/page/waterTask                                                                                                                                             |          3 |      1,193 |         17 |         48 |      1,258 |
| lib/page/water_total                                                                                                                                           |          1 |        146 |          2 |          8 |        156 |
| lib/router                                                                                                                                                     |          1 |         82 |          0 |          2 |         84 |
| lib/util                                                                                                                                                       |          5 |        771 |         44 |         72 |        887 |
| linux                                                                                                                                                          |         59 |      1,772 |        233 |        548 |      2,553 |
| linux/flutter                                                                                                                                                  |         59 |      1,772 |        233 |        548 |      2,553 |
| linux/flutter/ephemeral                                                                                                                                        |         56 |      1,741 |        224 |        531 |      2,496 |
| linux/flutter/ephemeral/.plugin_symlinks                                                                                                                       |         56 |      1,741 |        224 |        531 |      2,496 |
| linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux                                                                                                   |         19 |        509 |         90 |        165 |        764 |
| linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/example                                                                                           |          9 |        217 |         43 |         66 |        326 |
| linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/example/integration_test                                                                          |          1 |         46 |          5 |         10 |         61 |
| linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/example/lib                                                                                       |          1 |         82 |         10 |         12 |        104 |
| linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/example/linux                                                                                     |          4 |         57 |         20 |         28 |        105 |
| linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/example/linux/flutter                                                                             |          1 |         12 |          0 |          4 |         16 |
| linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/example/test_driver                                                                               |          1 |          2 |          3 |          3 |          8 |
| linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/lib                                                                                               |          5 |        121 |         40 |         34 |        195 |
| linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/lib/src                                                                                           |          4 |        120 |         37 |         32 |        189 |
| linux/flutter/ephemeral/.plugin_symlinks/path_provider_linux/test                                                                                              |          2 |         98 |          7 |         23 |        128 |
| linux/flutter/ephemeral/.plugin_symlinks/share_plus_linux                                                                                                      |          5 |        144 |          8 |         47 |        199 |
| linux/flutter/ephemeral/.plugin_symlinks/share_plus_linux/lib                                                                                                  |          1 |         38 |          7 |          8 |         53 |
| linux/flutter/ephemeral/.plugin_symlinks/share_plus_linux/test                                                                                                 |          1 |         56 |          1 |         13 |         70 |
| linux/flutter/ephemeral/.plugin_symlinks/shared_preferences_linux                                                                                              |         14 |        470 |         57 |        143 |        670 |
| linux/flutter/ephemeral/.plugin_symlinks/shared_preferences_linux/example                                                                                      |          9 |        239 |         32 |         66 |        337 |
| linux/flutter/ephemeral/.plugin_symlinks/shared_preferences_linux/example/integration_test                                                                     |          1 |         86 |          3 |         13 |        102 |
| linux/flutter/ephemeral/.plugin_symlinks/shared_preferences_linux/example/lib                                                                                  |          1 |         72 |          4 |         14 |         90 |
| linux/flutter/ephemeral/.plugin_symlinks/shared_preferences_linux/example/linux                                                                                |          4 |         55 |         17 |         27 |         99 |
| linux/flutter/ephemeral/.plugin_symlinks/shared_preferences_linux/example/linux/flutter                                                                        |          1 |         12 |          0 |          4 |         16 |
| linux/flutter/ephemeral/.plugin_symlinks/shared_preferences_linux/example/test_driver                                                                          |          1 |          2 |          3 |          3 |          8 |
| linux/flutter/ephemeral/.plugin_symlinks/shared_preferences_linux/lib                                                                                          |          1 |         85 |         17 |         16 |        118 |
| linux/flutter/ephemeral/.plugin_symlinks/shared_preferences_linux/test                                                                                         |          1 |         79 |          8 |         24 |        111 |
| linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux                                                                                                    |         18 |        618 |         69 |        176 |        863 |
| linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/example                                                                                            |          9 |        173 |         33 |         57 |        263 |
| linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/example/integration_test                                                                           |          1 |         11 |          4 |          6 |         21 |
| linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/example/lib                                                                                        |          1 |         80 |          4 |         12 |         96 |
| linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/example/linux                                                                                      |          4 |         56 |         17 |         27 |        100 |
| linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/example/linux/flutter                                                                              |          1 |         13 |          0 |          4 |         17 |
| linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/example/test_driver                                                                                |          1 |          2 |          3 |          3 |          8 |
| linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/lib                                                                                                |          1 |         42 |          5 |          8 |         55 |
| linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/linux                                                                                              |          4 |        211 |         26 |         60 |        297 |
| linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/linux/include                                                                                      |          1 |         17 |          4 |         11 |         32 |
| linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/linux/include/url_launcher_linux                                                                   |          1 |         17 |          4 |         11 |         32 |
| linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/linux/test                                                                                         |          1 |         68 |          5 |         10 |         83 |
| linux/flutter/ephemeral/.plugin_symlinks/url_launcher_linux/test                                                                                               |          1 |        125 |          5 |         15 |        145 |
| macos                                                                                                                                                          |          6 |        471 |          4 |         12 |        487 |
| macos/Flutter                                                                                                                                                  |          1 |         16 |          3 |          4 |         23 |
| macos/Runner                                                                                                                                                   |          5 |        455 |          1 |          8 |        464 |
| macos/Runner/Assets.xcassets                                                                                                                                   |          2 |         78 |          0 |          0 |         78 |
| macos/Runner/Assets.xcassets/AppIcon.appiconset                                                                                                                |          1 |         68 |          0 |          0 |         68 |
| macos/Runner/Assets.xcassets/make_logo                                                                                                                         |          1 |         10 |          0 |          0 |         10 |
| macos/Runner/Base.lproj                                                                                                                                        |          1 |        343 |          0 |          1 |        344 |
| web                                                                                                                                                            |          2 |        115 |         18 |          8 |        141 |
| windows                                                                                                                                                        |         11 |        426 |         80 |        137 |        643 |
| windows/flutter                                                                                                                                                |          3 |         30 |          9 |         17 |         56 |
| windows/runner                                                                                                                                                 |          8 |        396 |         71 |        120 |        587 |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+

Files
+----------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------+------------+------------+------------+------------+
| filename                                                                                                                                                       | language     | code       | comment    | blank      | total      |
+----------------------------------------------------------------------------------------------------------------------------------------------------------------+--------------+------------+------------+------------+------------+
| /Users/xusun/Desktop/Flutter/offershow/.workflow/BranchPipeline.yml                                                                                            | YAML         |         42 |         11 |          1 |         54 |
| /Users/xusun/Desktop/Flutter/offershow/.workflow/MasterPipeline.yml                                                                                            | YAML         |         40 |         11 |          1 |         52 |
| /Users/xusun/Desktop/Flutter/offershow/.workflow/PRPipeline.yml                                                                                                | YAML         |         31 |          9 |          1 |         41 |
| /Users/xusun/Desktop/Flutter/offershow/API.md                                                                                                                  | Markdown     |        497 |          0 |        113 |        610 |
| /Users/xusun/Desktop/Flutter/offershow/README.md                                                                                                               | Markdown     |         99 |          0 |         19 |        118 |
| /Users/xusun/Desktop/Flutter/offershow/analysis_options.yaml                                                                                                   | YAML         |          3 |         23 |          4 |         30 |
| /Users/xusun/Desktop/Flutter/offershow/android/app/build.gradle                                                                                                | Groovy       |         62 |          3 |         15 |         80 |
| /Users/xusun/Desktop/Flutter/offershow/android/app/src/debug/AndroidManifest.xml                                                                               | XML          |          5 |          4 |          1 |         10 |
| /Users/xusun/Desktop/Flutter/offershow/android/app/src/main/AndroidManifest.xml                                                                                | XML          |         35 |          6 |          1 |         42 |
| /Users/xusun/Desktop/Flutter/offershow/android/app/src/main/kotlin/com/example/river_lite_2022/MainActivity.kt                                                 | Kotlin       |          6 |         15 |          4 |         25 |
| /Users/xusun/Desktop/Flutter/offershow/android/app/src/main/res/drawable-v21/launch_background.xml                                                             | XML          |          4 |          7 |          2 |         13 |
| /Users/xusun/Desktop/Flutter/offershow/android/app/src/main/res/drawable/launch_background.xml                                                                 | XML          |          4 |          7 |          2 |         13 |
| /Users/xusun/Desktop/Flutter/offershow/android/app/src/main/res/values-night/styles.xml                                                                        | XML          |         11 |          9 |          0 |         20 |
| /Users/xusun/Desktop/Flutter/offershow/android/app/src/main/res/values/styles.xml                                                                              | XML          |         11 |          0 |          0 |         11 |
| /Users/xusun/Desktop/Flutter/offershow/android/app/src/profile/AndroidManifest.xml                                                                             | XML          |          8 |          4 |          1 |         13 |
| /Users/xusun/Desktop/Flutter/offershow/android/build.gradle                                                                                                    | Groovy       |         29 |          6 |          5 |         40 |
| /Users/xusun/Desktop/Flutter/offershow/android/gradle.properties                                                                                               | Properties   |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/android/gradle/wrapper/gradle-wrapper.properties                                                                        | Properties   |          5 |          1 |          1 |          7 |
| /Users/xusun/Desktop/Flutter/offershow/android/settings.gradle                                                                                                 | Groovy       |          8 |          0 |          4 |         12 |
| /Users/xusun/Desktop/Flutter/offershow/develop.md                                                                                                              | Markdown     |        238 |          0 |         24 |        262 |
| /Users/xusun/Desktop/Flutter/offershow/ios/Runner/AppDelegate.swift                                                                                            | Swift        |         19 |          1 |          2 |         22 |
| /Users/xusun/Desktop/Flutter/offershow/ios/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json                                                             | JSON         |        122 |          0 |          0 |        122 |
| /Users/xusun/Desktop/Flutter/offershow/ios/Runner/Assets.xcassets/LaunchImage.imageset/Contents.json                                                           | JSON         |         23 |          0 |          1 |         24 |
| /Users/xusun/Desktop/Flutter/offershow/ios/Runner/Assets.xcassets/LaunchImage.imageset/README.md                                                               | Markdown     |          3 |          0 |          2 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/ios/Runner/Base.lproj/LaunchScreen.storyboard                                                                           | XML          |         36 |          1 |          1 |         38 |
| /Users/xusun/Desktop/Flutter/offershow/ios/Runner/Base.lproj/Main.storyboard                                                                                   | XML          |         25 |          1 |          1 |         27 |
| /Users/xusun/Desktop/Flutter/offershow/ios/Runner/Runner-Bridging-Header.h                                                                                     | C++          |          1 |          0 |          1 |          2 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/bigScreen.dart                                                                                                | Dart         |         11 |          0 |          4 |         15 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/black.dart                                                                                                    | Dart         |         23 |          2 |          4 |         29 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/color.dart                                                                                                    | Dart         |         58 |          4 |          7 |         69 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/cookie.dart                                                                                                   | Dart         |         23 |          1 |          3 |         27 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/data.dart                                                                                                     | Dart         |        125 |          2 |          6 |        133 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/genarate_token.dart                                                                                           | Dart         |         12 |          1 |          3 |         16 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/home_desktop_mode.dart                                                                                        | Dart         |         36 |          2 |          6 |         44 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/logo.dart                                                                                                     | Dart         |         20 |          0 |          3 |         23 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/modal.dart                                                                                                    | Dart         |        370 |          2 |         10 |        382 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/mouse_speed.dart                                                                                              | Dart         |         22 |          1 |          3 |         26 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/myinfo.dart                                                                                                   | Dart         |          7 |          0 |          3 |         10 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/nowMode.dart                                                                                                  | Dart         |         18 |          1 |          3 |         22 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/saveImg.dart                                                                                                  | Dart         |         83 |          0 |          3 |         86 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/showActionSheet.dart                                                                                          | Dart         |          0 |          0 |          2 |          2 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/size.dart                                                                                                     | Dart         |          6 |          0 |          2 |          8 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/svg.dart                                                                                                      | Dart         |         35 |          0 |          3 |         38 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/time.dart                                                                                                     | Dart         |         65 |          0 |          9 |         74 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/toWebUrl.dart                                                                                                 | Dart         |         12 |          1 |          3 |         16 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/to_user.dart                                                                                                  | Dart         |          9 |          0 |          2 |         11 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/topic_formhash.dart                                                                                           | Dart         |         13 |          0 |          2 |         15 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/uploadAttachment.dart                                                                                         | Dart         |        190 |          7 |          9 |        206 |
| /Users/xusun/Desktop/Flutter/offershow/lib/asset/vibrate.dart                                                                                                  | Dart         |          4 |          0 |          2 |          6 |
| /Users/xusun/Desktop/Flutter/offershow/lib/collect_btn/0-all.svg                                                                                               | XML          |          5 |          0 |          1 |          6 |
| /Users/xusun/Desktop/Flutter/offershow/lib/collect_btn/1-loss.svg                                                                                              | XML          |         13 |          0 |          1 |         14 |
| /Users/xusun/Desktop/Flutter/offershow/lib/collect_btn/2-second.svg                                                                                            | XML          |          6 |          0 |          1 |          7 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/BottomTip.dart                                                                                           | Dart         |         33 |          0 |          4 |         37 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/banner.dart                                                                                              | Dart         |         41 |          0 |          4 |         45 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/bilibili_player.dart                                                                                     | Dart         |         62 |          1 |          7 |         70 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/collection.dart                                                                                          | Dart         |        269 |         11 |          5 |        285 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/empty.dart                                                                                               | Dart         |         43 |          0 |          4 |         47 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/full_screen_player.dart                                                                                  | Dart         |         54 |          0 |          4 |         58 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/home_btn.dart                                                                                            | Dart         |        118 |          1 |         10 |        129 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/hot_btn.dart                                                                                             | Dart         |        171 |          0 |          7 |        178 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/leftNavi.dart                                                                                            | Dart         |        319 |          2 |         16 |        337 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/loading.dart                                                                                             | Dart         |        126 |          7 |          4 |        137 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/maxwidth.dart                                                                                            | Dart         |         27 |          0 |          4 |         31 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/niw.dart                                                                                                 | Dart         |         72 |          0 |          4 |         76 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/nomore.dart                                                                                              | Dart         |         15 |          0 |          4 |         19 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/occu_loading.dart                                                                                        | Dart         |         50 |          0 |          4 |         54 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/tabbar.dart                                                                                              | Dart         |         12 |          0 |          4 |         16 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/topic.dart                                                                                               | Dart         |        667 |          9 |         19 |        695 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/topic_reply.dart                                                                                         | Dart         |        506 |        100 |         16 |        622 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/totop.dart                                                                                               | Dart         |        145 |          1 |          6 |        152 |
| /Users/xusun/Desktop/Flutter/offershow/lib/components/video_player.dart                                                                                        | Dart         |        307 |          2 |         15 |        324 |
| /Users/xusun/Desktop/Flutter/offershow/lib/config/config.dart                                                                                                  | Dart         |         10 |          0 |          1 |         11 |
| /Users/xusun/Desktop/Flutter/offershow/lib/database/collect_salary.dart                                                                                        | Dart         |         46 |          7 |          7 |         60 |
| /Users/xusun/Desktop/Flutter/offershow/lib/emoji/emoji.dart                                                                                                    | Dart         |          2 |          0 |          1 |          3 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/anoy.svg                                                                                                        | XML          |         10 |          0 |          1 |         11 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/banner.svg                                                                                                      | XML          |         61 |          0 |          1 |         62 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/banner/banner1.svg                                                                                              | XML          |         61 |          0 |          1 |         62 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/banner/banner2.svg                                                                                              | XML          |         90 |          0 |          1 |         91 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/comment.svg                                                                                                     | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/detail_comment_more.svg                                                                                         | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/detail_like.svg                                                                                                 | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/detail_like_blue.svg                                                                                            | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/detail_sort.svg                                                                                                 | XML          |          3 |          0 |          1 |          4 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/essence.svg                                                                                                     | XML          |          7 |          0 |          1 |          8 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/explore/bottom1.svg                                                                                             | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/explore/bottom2.svg                                                                                             | XML          |          6 |          0 |          1 |          7 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/explore/bottom3.svg                                                                                             | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/explore/bottom4.svg                                                                                             | XML          |          6 |          0 |          1 |          7 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/explore/bottom5.svg                                                                                             | XML          |          4 |          0 |          1 |          5 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/explore/explore.dart                                                                                            | Dart         |          0 |          0 |          2 |          2 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/explore/explore.svg                                                                                             | XML          |         12 |          0 |          1 |         13 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/home.svg                                                                                                        | XML          |         61 |          0 |          1 |         62 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/home/1.svg                                                                                                      | XML          |         10 |          0 |          1 |         11 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/home/10.svg                                                                                                     | XML          |          6 |          0 |          1 |          7 |
| /Users/xusun/Desktop/Flutter/offershow/lib/img/home/2.svg                                                                                                      | XML          |          4 |          0 |          1 |          5 |
