"filename", "language", "Dart", "XML", "JSON", "comment", "blank", "total"
"/Users/xusun/Desktop/Flutter/offershow/lib/img/quote.svg", "XML", 0, 3, 0, 0, 1, 4
"/Users/xusun/Desktop/Flutter/offershow/lib/img/quote_dark.svg", "XML", 0, 3, 0, 0, 1, 4
"/Users/xusun/Desktop/Flutter/offershow/lib/img/right_arrow.svg", "XML", 0, 3, 0, 0, 1, 4
"/Users/xusun/Desktop/Flutter/offershow/lib/img/right_arrow_grey.svg", "XML", 0, 3, 0, 0, 1, 4
"/Users/xusun/Desktop/Flutter/offershow/lib/img/search.svg", "XML", 0, 1, 0, 0, 0, 1
"/Users/xusun/Desktop/Flutter/offershow/lib/img/search_blue.svg", "XML", 0, 3, 0, 0, 1, 4
"/Users/xusun/Desktop/Flutter/offershow/lib/img/search_filter.svg", "XML", 0, 4, 0, 0, 1, 5
"/Users/xusun/Desktop/Flutter/offershow/lib/img/search_grey.svg", "XML", 0, 6, 0, 0, 0, 6
"/Users/xusun/Desktop/Flutter/offershow/lib/img/search_white.svg", "XML", 0, 3, 0, 0, 1, 4
"/Users/xusun/Desktop/Flutter/offershow/lib/img/setting/1-se.svg", "XML", 0, 14, 0, 0, 1, 15
"/Users/xusun/Desktop/Flutter/offershow/lib/img/setting/1.svg", "XML", 0, 14, 0, 0, 1, 15
"/Users/xusun/Desktop/Flutter/offershow/lib/img/setting/2-se.svg", "XML", 0, 10, 0, 0, 1, 11
"/Users/xusun/Desktop/Flutter/offershow/lib/img/setting/2.svg", "XML", 0, 10, 0, 0, 1, 11
"/Users/xusun/Desktop/Flutter/offershow/lib/img/square/1.svg", "XML", 0, 1, 0, 0, 0, 1
"/Users/xusun/Desktop/Flutter/offershow/lib/img/square/2.svg", "XML", 0, 1, 0, 0, 0, 1
"/Users/xusun/Desktop/Flutter/offershow/lib/img/square/3.svg", "XML", 0, 1, 0, 0, 0, 1
"/Users/xusun/Desktop/Flutter/offershow/lib/img/square/4.svg", "XML", 0, 1, 0, 0, 0, 1
"/Users/xusun/Desktop/Flutter/offershow/lib/img/square/5.svg", "XML", 0, 1, 0, 0, 0, 1
"/Users/xusun/Desktop/Flutter/offershow/lib/img/square/6.svg", "XML", 0, 1, 0, 0, 0, 1
"/Users/xusun/Desktop/Flutter/offershow/lib/img/square/column/1.svg", "XML", 0, 8, 0, 0, 1, 9
"/Users/xusun/Desktop/Flutter/offershow/lib/img/square/column/2.svg", "XML", 0, 3, 0, 0, 1, 4
"/Users/xusun/Desktop/Flutter/offershow/lib/img/start.svg", "XML", 0, 4, 0, 0, 1, 5
"/Users/xusun/Desktop/Flutter/offershow/lib/img/start_pic.svg", "XML", 0, 70, 0, 0, 1, 71
"/Users/xusun/Desktop/Flutter/offershow/lib/img/to_top.svg", "XML", 0, 1, 0, 0, 0, 1
"/Users/xusun/Desktop/Flutter/offershow/lib/img/topic_@.svg", "XML", 0, 3, 0, 0, 1, 4
"/Users/xusun/Desktop/Flutter/offershow/lib/img/topic_@_black.svg", "XML", 0, 3, 0, 0, 1, 4
"/Users/xusun/Desktop/Flutter/offershow/lib/img/topic_attach.svg", "XML", 0, 4, 0, 0, 1, 5
"/Users/xusun/Desktop/Flutter/offershow/lib/img/topic_attach_black.svg", "XML", 0, 4, 0, 0, 1, 5
"/Users/xusun/Desktop/Flutter/offershow/lib/img/topic_attach_light.svg", "XML", 0, 4, 0, 0, 1, 5
"/Users/xusun/Desktop/Flutter/offershow/lib/img/topic_collect.svg", "XML", 0, 3, 0, 0, 1, 4
"/Users/xusun/Desktop/Flutter/offershow/lib/img/topic_collect_blue.svg", "XML", 0, 10, 0, 0, 1, 11
"/Users/xusun/Desktop/Flutter/offershow/lib/img/topic_component_comment.svg", "XML", 0, 3, 0, 0, 1, 4
"/Users/xusun/Desktop/Flutter/offershow/lib/img/topic_component_like.svg", "XML", 0, 3, 0, 0, 1, 4
"/Users/xusun/Desktop/Flutter/offershow/lib/img/topic_component_view.svg", "XML", 0, 3, 0, 0, 1, 4
"/Users/xusun/Desktop/Flutter/offershow/lib/img/topic_dark_func/topic_@.svg", "XML", 0, 3, 0, 0, 1, 4
"/Users/xusun/Desktop/Flutter/offershow/lib/img/topic_dark_func/topic_emoji.svg", "XML", 0, 3, 0, 0, 1, 4
"/Users/xusun/Desktop/Flutter/offershow/lib/img/topic_dark_func/topic_picture.svg", "XML", 0, 4, 0, 0, 1, 5
"/Users/xusun/Desktop/Flutter/offershow/lib/img/topic_detail_more.svg", "XML", 0, 4, 0, 0, 1, 5
"/Users/xusun/Desktop/Flutter/offershow/lib/img/topic_emoji.svg", "XML", 0, 3, 0, 0, 1, 4
"/Users/xusun/Desktop/Flutter/offershow/lib/img/topic_emoji_black.svg", "XML", 0, 3, 0, 0, 1, 4
